Index	Verb	Class number	Subclass	Example lemma	Stem	Regularity	Initial segment	Regular category	Affix	Translation	Transitivity
1154	d͡zarawil	4	Basic	d͡zaraw	zzvil	Regular	C	Basic	-il	To be thirsty.	Intransitive
1155	d͡zarawnal	20		d͡zaraw	niharnal	Regular	C	Inchoative	-nal		Intransitive
1156	d͡zarirel	2		d͡zarir	kaɣel	Regular	C	E-Class	-el		Transitive
1157	d͡zarurel	2		d͡zarur	kaɣel	Regular	C	E-Class	-el		Transitive
1158	d͡zawalel	2		d͡zawal	kaɣel	Regular	C	E-Class	-el	To dilate, to propagate, to spread abroad.	Transitive
1159	d͡zawalil	4	Basic	d͡zawal	xosil	Regular	C	I-Class	-il	To be spread, to be diffused, to be propagated.	Intransitive
1160	d͡zapaharel	2		d͡zapahar	kaɣel	Regular	C	E-Class	-el	To applaud, to cheer, to clap the hands.	Both
1161	d͡zapel	2		d͡zap	kaɣel	Regular	C	E-Class	-el	To applaud, to cheer.	Both
1162	d͡zetewetel	2		d͡zetewet	kaɣel	Regular	C	E-Class	-el	To gabble, to talk gibberish; to lisp.	Intransitive
1163	d͡zed͡zel	2		d͡zed͡z	kaɣel	Regular	C	E-Class	-el	To beat, to bastinade, to strike, to drub, to knock, to thrash.	Transitive
1164	d͡zed͡zvil	4	Passive	d͡zed͡z	zzvil	Regular	C	Passive	-vil	To be beaten.	Intransitive
1165	d͡zeranal	20		d͡zera	niharnal	Regular	C	Inchoative	-nal	To grow old, to become old, to grow in years.	Intransitive
1166	d͡zepel	2		d͡zep	kaɣel	Regular	C	E-Class	-el	To coat, to do over, to lay over.	Transitive
1167	d͡zekel	2		d͡zek	kaɣel	Regular	C	E-Class	-el		Transitive
1168	d͡zekd͡zekil	4	Basic	d͡zekd͡zek	xosil	Regular	C	I-Class	-il		Intransitive
1169	d͡ztril	4	Basic	d͡ztr	xosil	Regular	C	I-Class	-il	To grow rancid, to smell rancid.	Intransitive
1170	d͡zid͡zaɣil	4	Basic	d͡zid͡zaɣ	xosil	Regular	C	I-Class	-il	To smile, to laugh, to deride, to mock, to laugh at, to scoff.	Intransitive
1171	d͡ziwril	4	Basic	d͡ziwr	xosil	Regular	C	I-Class	-il	To languish, to fall away, to grow lean, to perish with consumption.	Intransitive
1172	d͡zlart͡sagil	4	Basic	d͡zlart͡sag	xosil	Regular	C	I-Class	-il		Intransitive
1173	d͡zlil	4	Basic	d͡zl	xosil	Regular	C	I-Class	-il	To shoot, to bud, to sprout.	Intransitive
1174	d͡zxal	6		d͡zx	gartal	Regular	C	A-Class	-al		Intransitive
1175	d͡zxel	2		d͡zx	kaɣel	Regular	C	E-Class	-el	To smoke, to fumigate; to burn incense.	Transitive
1176	d͡zxodel	2		d͡zxod	kaɣel	Regular	C	E-Class	-el	To smoke out, to smutch, to smoke.	Intransitive
1177	d͡zd͡zel	2		d͡zd͡z	kaɣel	Regular	C	E-Class	-el	To suck, to imbibe, to absorb.	Transitive
1178	d͡znil	56		d͡zn	nsdil	Irregular	C		-il	To be born, to originate, to come into the world, to spring up, to be bred.	Intransitive
1179	d͡znratrel	2		d͡znratr	kaɣel	Regular	C	E-Class	-el	To kneel.	Intransitive
1180	d͡zomel	2		d͡zom	kaɣel	Regular	C	E-Class	-el	To fast.	Intransitive
1181	d͡zoril	4	Basic	d͡zor	xosil	Regular	C	I-Class	-il	To flow, to run, to leak, to ooze out.	Intransitive
1182	d͡zvadel	2		d͡zvad	kaɣel	Regular	C	E-Class	-el	To fray, to unweave, to tear rags.	Transitive
1183	d͡zvadil	4	Basic	d͡zvad	xosil	Regular	C	I-Class	-il		Intransitive
1184	d͡zvaril	4	Basic	d͡zvar	xosil	Regular	C	I-Class	-il	To hide, to confine, to assemble.	Intransitive
1185	d͡zbdel	2		d͡zbd	kaɣel	Regular	C	E-Class	-el	To disguise, to cloak, to dissemble.	Transitive
1186	d͡zbdvil	4	Passive	d͡zbd	zzvil	Regular	C	Passive	-vil		Intransitive
1187	d͡zrel	2		d͡zr	kaɣel	Regular	C	E-Class	-el	To bend, to incline, to curve, to crook.	Transitive
1188	d͡zril	4	Basic	d͡zr	xosil	Regular	C	I-Class	-il	To be inclined, curved, to be bent, to incline.	Intransitive
1189	d͡zrakrel	2		d͡zrakr	kaɣel	Regular	C	E-Class	-el	To sketch, to trace, to plan, to draw the outlines of, to describe; to write.	Transitive
1190	d͡zrarel	2		d͡zrar	kaɣel	Regular	C	E-Class	-el	To pack up, to envelope, to wrap up; to pack off, to bundle off.	Transitive
1191	d͡zrdel	2		d͡zrd	kaɣel	Regular	C	E-Class	-el		Intransitive
1192	d͡zpal	6		d͡zp	gartal	Regular	C	A-Class	-al	To undulate, to wave, to ripple.	Intransitive
1193	gazturel	2		gaztur	kaɣel	Regular	C	E-Class	-el	To invigorate, to strengthen, to restore, to recover, to corroborate.	Transitive
1194	gazturvil	4	Passive	gaztur	zzvil	Regular	C	Passive	-vil		Intransitive
1195	gazmalud͡zel	2		gazmalud͡z	kaɣel	Regular	C	E-Class	-el	To dissolve, to break up, to annul.	Transitive
1196	gazmalud͡zvil	4	Passive	gazmalud͡z	zzvil	Regular	C	Passive	-vil		Intransitive
1197	gazmagerbel	2		gazmagerb	kaɣel	Regular	C	E-Class	-el	To organize, to form, to fashion, to construct.	Transitive
1198	gazmagerbvil	4	Passive	gazmagerb	zzvil	Regular	C	Passive	-vil		Intransitive
1199	gazmaworel	2		gazmawor	kaɣel	Regular	C	E-Class	-el		Transitive
1200	gazmaworvil	4	Passive	gazmawor	zzvil	Regular	C	Passive	-vil		Intransitive
1201	gazmel	2		gazm	kaɣel	Regular	C	E-Class	-el	To form, to model, to fashion, to organize, to erect, to construct; to bind books; to arrange.	Transitive
1202	gatil	4	Basic	gat	xosil	Regular	C	I-Class	-il	To drop, to flow drop by drop, to trickle, to distil.	Intransitive
1203	gatodil	4	Basic	gatod	xosil	Regular	C	I-Class	-il	To desire ardently, to covet.	Transitive
1204	galanaworel	2		galanawor	kaɣel	Regular	C	E-Class	-el		Transitive
1205	galantel	2		galant	kaɣel	Regular	C	E-Class	-el	To band, to tie, to bandage.	Intransitive
1206	galanel	2		galan	kaɣel	Regular	C	E-Class	-el	To arrest, to imprison, to detain, to shut up.	Transitive
1207	galsel	2		gals	kaɣel	Regular	C	E-Class	-el		Transitive
1208	gaxagajel	2		gaxagaj	kaɣel	Regular	C	E-Class	-el	To suspend.	Transitive
1209	gaxartel	2		gaxart	kaɣel	Regular	C	E-Class	-el	To charm, to enchant, to fascinate, to bewitch, to flatter, to allure.	Transitive
1210	gaxel	2		gax	kaɣel	Regular	C	E-Class	-el	To hang, to suspend, to hook, to hang up, to clasp.	Transitive
1211	gaxvil	4	Passive	gax	zzvil	Regular	C	Passive	-vil	To hang, to be suspended, to be hooked.	Intransitive
1212	gagazel	2		gagaz	kaɣel	Regular	C	E-Class	-el	To stammer, to lisp, to stutter.	Intransitive
1213	gaguɣnal	20		gaguɣ	niharnal	Regular	C	Inchoative	-nal	To grow soft, to soften, to relent, to pity.	Intransitive
1214	gaguɣt͡snel	10	Basic	gaguɣ	modet͡snel	Regular	C	Causative	-t͡snel	To soften, to mollify, to make tender.	Transitive
1215	gahaworel	2		gahawor	kaɣel	Regular	C	E-Class	-el	To furnish, to ornament, to trim.	Transitive
1216	gaɣal	6		gaɣ	gartal	Regular	C	A-Class	-al	To limp, to go lame, to halt, to hobble, to walk lame.	Intransitive
1217	gaɣabarel	2		gaɣabar	kaɣel	Regular	C	E-Class	-el	To model, to form, to shape, to mould.	Transitive
1218	gaɣat͡snel	10	Basic	gaɣa	modet͡snel	Regular	C	Causative	-t͡snel	To lame, to make lame.	Transitive
1219	gaɣgant͡sel	2		gaɣgant͡s	kaɣel	Regular	C	E-Class	-el	To yelp, to scream, to screech.	Intransitive
1220	gam	31		g	gam	Defective	C		-am		Intransitive
1221	gamenal	20		game	niharnal	Regular	C	Inchoative	-nal	To will, to wish; to consent.	Transitive
1222	gamil	4	Basic	gam	xosil	Regular	C	I-Class	-il	To will, to wish, to desire, to want.	Transitive
1223	gamrt͡ʃel	2		gamrt͡ʃ	kaɣel	Regular	C	E-Class	-el	To make bridge, to bridge.	Transitive
1224	gajanal	20		gaja	niharnal	Regular	C	Inchoative	-nal	To consist of, to be composed of.	Intransitive
1225	gajtel	2		gajt	kaɣel	Regular	C	E-Class	-el	To dance, to caper, to jump; to applaud.	Intransitive
1226	gajd͡zgldal	6		gajd͡zgld	gartal	Regular	C	A-Class	-al		Intransitive
1227	gajnil	4	Basic	gajn	xosil	Regular	C	I-Class	-il		Intransitive
1228	gajdrel	2		gajdr	kaɣel	Regular	C	E-Class	-el	To rejoice, to leap, to skip for joy, to frolic; to frisk, to jump about.	Intransitive
1229	ganat͡ʃnal	20		ganat͡ʃ	niharnal	Regular	C	Inchoative	-nal	To become green, to grow green.	Intransitive
1230	ganknel	2		gankn	kaɣel	Regular	C	E-Class	-el	To raise, to lift up, to set up, to erect, to found, to build, to construct.	Transitive
1231	ganknil	4	Basic	gankn	xosil	Regular	C	I-Class	-il	To get up, to rise again, to stand up, to be built or raised up.	Intransitive
1232	ganxarkilel	2		ganxarkil	kaɣel	Regular	C	E-Class	-el		Transitive
1233	ganxel	2		ganx	kaɣel	Regular	C	E-Class	-el	To anticipate, to precede; to hasten, to arrive early, to arrive beforehand.	Transitive
1234	ganonatrel	2		ganonatr	kaɣel	Regular	C	E-Class	-el	To establish laws, to make regulation for.	Transitive
1235	ganonaworel	2		ganonawor	kaɣel	Regular	C	E-Class	-el	To regulate, to put in order.	Transitive
1236	gant͡ʃel	2		gant͡ʃ	kaɣel	Regular	C	E-Class	-el	To call, to cry out, to exclaim, to appeal.	Transitive
1237	gant͡ʃvərdel	2		gant͡ʃvərd	kaɣel	Regular	C	E-Class	-el	To cry, to bawl, to clamour; to squall.	Intransitive
1238	gaʃarel	2		gaʃar	kaɣel	Regular	C	E-Class	-el	To bribe, to corrupt, to suborn, to give someone a tip, to grease in the hand.	Transitive
1239	gaʃarvil	4	Passive	gaʃar	zzvil	Regular	C	Passive	-vil		Intransitive
1240	gaʃgantel	2		gaʃgant	kaɣel	Regular	C	E-Class	-el	To bind, to tie fast, to bind tightly, to fetter, to impede.	Transitive
1241	gaʃgantvil	4	Passive	gaʃgant	zzvil	Regular	C	Passive	-vil		Intransitive
1242	gabel	2		gab	kaɣel	Regular	C	E-Class	-el	To bind, to tie, to connect, to link with.	Transitive
1243	gabgel	2		gabg	kaɣel	Regular	C	E-Class	-el	To ape, to mimic.	Transitive
1244	gabvil	4	Passive	gab	zzvil	Regular	C	Passive	-vil	To be tied, bound, to be attached, to be connected.	Intransitive
1245	gabdel	2		gabd	kaɣel	Regular	C	E-Class	-el	To strip, to disrobe, to dispoil.	Transitive
1246	garanel	2		garan	kaɣel	Regular	C	E-Class	-el	To moor; to make fast.	Intransitive
1247	garat͡ʃel	2		garat͡ʃ	kaɣel	Regular	C	E-Class	-el	To cry, to shout, to clamour, to bawl.	Intransitive
1248	garavarel	2		garavar	kaɣel	Regular	C	E-Class	-el	To govern, to rule, to lead, to conduct, to administer, to manage, to guide, to direct, to regulate.	Transitive
1249	garapel	2		garap	kaɣel	Regular	C	E-Class	-el	To behead, to decapitate, to put to death, to execute.	Transitive
1250	garut͡sanel	12		garut͡s	d͡zanut͡sanel	Archaic	C		-anel	To construct, to build, to erect.	Transitive
1251	garut͡sel	2		garut͡s	kaɣel	Regular	C	E-Class	-el		Transitive
1252	gart͡ʃil	4	Basic	gart͡ʃ	xosil	Regular	C	I-Class	-il	To grasp at, to cling to, to lay hold of.	Intransitive
1253	gaset͡snel	10	Basic	gase	modet͡snel	Regular	C	Causative	-t͡snel	To stop, to arrest, to detain, to hinder, to retard, to keep back.	Transitive
1254	gasil	4	Basic	gas	xosil	Regular	C	I-Class	-il	To stop, to cease, to pause, to desist, to retard.	Intransitive
1255	gasgad͡zil	4	Basic	gasgad͡z	xosil	Regular	C	I-Class	-il	To suspect, to be doubtful, to doubt, to mistrust, to distrust.	Both
1256	gadagel	2		gadag	kaɣel	Regular	C	E-Class	-el	To jest, to joke, to make merry, to trifle.	Transitive
1257	gadarel	2		gadar	kaɣel	Regular	C	E-Class	-el	To finish, to accomplish, to end, to fulfil, to execute, to do, to make, to terminate, to carry out, to effect.	Transitive
1258	gadarelakord͡zel	2		gadarelakord͡z	kaɣel	Regular	C	E-Class	-el	To perfect, to improve, to finish.	Transitive
1259	gadarelakord͡zvil	4	Passive	gadarelakord͡z	zzvil	Regular	C	Passive	-vil	To be improved, to perfect one's self.	Intransitive
1260	gadarvil	4	Passive	gadar	zzvil	Regular	C	Passive	-vil	To be ended, finished, accomplished, to expire, to be over.	Intransitive
1261	gadɣet͡snel	10	Basic	gadɣe	modet͡snel	Regular	C	Causative	-t͡snel	To enrage, to madden, to provoke to fury, to embitter.	Transitive
1262	gadɣil	4	Basic	gadɣ	xosil	Regular	C	I-Class	-il	To be mad; to be enraged, to go mad.	Intransitive
1263	garkatrel	2		garkatr	kaɣel	Regular	C	E-Class	-el	To regulate, to put in order, to dispose, to arrange, to accommodate.	Transitive
1264	garkaworel	2		garkawor	kaɣel	Regular	C	E-Class	-el	To regulate, to set in order, to array, to arrange; to dispose.	Transitive
1265	garkel	2		gark	kaɣel	Regular	C	E-Class	-el	To put in order, to arrange, to dispose, to assign, to destine; to designate: to enjoin, to marry, to espouse.	Transitive
1266	garkvil	4	Passive	gark	zzvil	Regular	C	Passive	-vil	To be designated, to marry, to espouse.	Intransitive
1267	gartal	6		gart	gartal	Regular	C	A-Class	-al	To read, to invoke, to call upon, to name, to appeal to.	Both
1268	garel	2		gar	kaɣel	Regular	C	E-Class	-el	To sew.	Transitive
1269	garegt͡sil	47		garegt͡s	zit͡ʃil	Irregular	C		-il	To pity, to compassionate, to have compassion, to sympathize with.	Intransitive
1270	garenal	27	Long form	gare	garenal	Defective	C		-nal	To be able, to have the power or faculty, to be in a condition to.	Intransitive
1271	gartel	2		gart	kaɣel	Regular	C	E-Class	-el	To fish with a hook; to angle, to entice.	Transitive
1272	garʒel	2		garʒ	kaɣel	Regular	C	E-Class	-el	To wind (silk etc.), to reel.	Transitive
1273	gard͡zel	2		gard͡z	kaɣel	Regular	C	E-Class	-el	To think, to suppose, to presume, to guess.	Both
1274	gard͡zranal	20		gard͡zra	niharnal	Regular	C	Inchoative	-nal	To harden, to stiffen, to become hard, to grow hard or tough, to indurate.	Intransitive
1275	gard͡zrat͡snel	10	Basic	gard͡zra	modet͡snel	Regular	C	Causative	-t͡snel	To harden, to make inflexible, to indurate.	Transitive
1276	gargamet͡snel	10	Basic	gargame	modet͡snel	Regular	C	Causative	-t͡snel	To bend, to curve, to contract, to bow.	Transitive
1277	gargamil	4	Basic	gargam	xosil	Regular	C	I-Class	-il	To bend, to bow, to contract, to be stunted, to wrinkle, to be anchylosed, to be folded, to shrink.	Intransitive
1278	gargat͡ʃel	2		gargat͡ʃ	kaɣel	Regular	C	E-Class	-el	To cackle, to prattle, to chatter, to babble.	Intransitive
1279	gargarel	2		gargar	kaɣel	Regular	C	E-Class	-el	To stretch forth, to tender, to hold out, to heap up, to offer, to tender, to present.	Transitive
1280	gargadel	2		gargad	kaɣel	Regular	C	E-Class	-el	To mend, to darn, to patch, to repair, to piece, to botch, to set right.	Transitive
1281	gargapel	2		gargap	kaɣel	Regular	C	E-Class	-el		Intransitive
1282	gargel	2		garg	kaɣel	Regular	C	E-Class	-el	To disconcert, to put to silence, to silence; to reduce to silence.	Transitive
1283	gargil	4	Basic	garg	xosil	Regular	C	I-Class	-il	To be disconcerted, to keep silence.	Intransitive
1284	gargdel	2		gargd	kaɣel	Regular	C	E-Class	-el	To hail.	Transitive
1285	gargdnel	2		gargdn	kaɣel	Regular	C	E-Class	-el		Transitive
1286	gard͡ʒel	2		gard͡ʒ	kaɣel	Regular	C	E-Class	-el	To shorten, to make short, to abridge, to abbreviate, to contract.	Transitive
1287	gard͡ʒnal	20		gard͡ʒ	niharnal	Regular	C	Inchoative	-nal	To shorten, to become short, to be abridged, to contract one's self, to grow shorter, to contract.	Intransitive
1288	gard͡ʒt͡snel	10	Basic	gard͡ʒ	modet͡snel	Regular	C	Causative	-t͡snel		Transitive
1289	garmril	4	Basic	garmr	xosil	Regular	C	I-Class	-il	To grow red.	Intransitive
1290	garmrt͡snel	10	Basic	garmr	modet͡snel	Regular	C	Causative	-t͡snel	To redden, to make red; to toast.	Transitive
1291	garoɣanal	20		garoɣa	niharnal	Regular	C	Inchoative	-nal	To be able, capable, to have power.	Intransitive
1292	garodil	4	Basic	garod	xosil	Regular	C	I-Class	-il	To be in want of, to be indigent, necessitous, to want, to need.	Intransitive
1293	garodnal	20		garod	niharnal	Regular	C	Inchoative	-nal		Transitive
1294	gat͡sinaharel	2		gat͡sinahar	kaɣel	Regular	C	E-Class	-el		Transitive
1295	gat͡sut͡sanel	12		gat͡sut͡s	d͡zanut͡sanel	Archaic	C		-anel	To establish; to place, to set, to lay, to render, to constitute, to make.	Transitive
1296	gaparel	2		gapar	kaɣel	Regular	C	E-Class	-el		Transitive
1297	gapgapel	2		gapgap	kaɣel	Regular	C	E-Class	-el	To chatter; to grate, to grind the teeth.	Intransitive
1298	gakawel	2		gakaw	kaɣel	Regular	C	E-Class	-el	To dance, to skip, to bound.	Transitive
1299	getronanal	20		getrona	niharnal	Regular	C	Inchoative	-nal		Intransitive
1300	getronat͡snel	10	Basic	getrona	modet͡snel	Regular	C	Causative	-t͡snel	To concentrate, to centralize.	Transitive
1301	geɣekel	2		geɣek	kaɣel	Regular	C	E-Class	-el	To afflict, to vex, to harass, to oppress, to molest, to excoriate, to graze.	Transitive
1302	geɣd͡zel	2		geɣd͡z	kaɣel	Regular	C	E-Class	-el	To feign, to dissemble; to hide, to cloak, to mask, to disguise, to imitate.	Transitive
1303	geɣvel	2		geɣu	kaɣel	Regular	C	E-Class	-el		Transitive
1304	geɣdodel	2		geɣdod	kaɣel	Regular	C	E-Class	-el	To dirt, to soil, to stain, to tarnish.	Transitive
1305	genal	20		ge	niharnal	Regular	C	Inchoative	-nal	To remain, to stay, to stop, to stand, to rest, to lie.	Intransitive
1306	genagt͡sil	4	Basic	genagt͡s	xosil	Regular	C	I-Class	-il	To live together; to cohabit, to keep company with.	Intransitive
1307	gentanakrel	2		gentanakr	kaɣel	Regular	C	E-Class	-el	To portray, to make portraits, to depict; to paint, to imprint, to figure.	Transitive
1308	gentananal	20		gentana	niharnal	Regular	C	Inchoative	-nal	To revive, to live again, to come to life again, to be animated.	Intransitive
1309	gentanat͡snel	10	Basic	gentana	modet͡snel	Regular	C	Causative	-t͡snel	To vivify, to give life to, to inspirit, to revive, to animate, to quicken.	Transitive
1310	geragrel	2		geragr	kaɣel	Regular	C	E-Class	-el	To feed, to nourish, to give to eat, to nurse.	Transitive
1311	geragrvil	4	Passive	geragr	zzvil	Regular	C	Passive	-vil	To be fed, nourished, to eat, to live.	Intransitive
1312	gerbaranapoxel	2		gerbaranapox	kaɣel	Regular	C	E-Class	-el	To transform, to metamorphose, to disfigure, to change the aspect.	Transitive
1313	gerbaranapoxvil	4	Passive	gerbaranapox	zzvil	Regular	C	Passive	-vil		Intransitive
1314	gerdel	2		gerd	kaɣel	Regular	C	E-Class	-el	To make, to fabricate, to construct, to build, to erect.	Transitive
1315	gert͡snel	10	Basic	ger	modet͡snel	Regular	C	Causative	-t͡snel	To feed, to nourish, to nurse, to give to eat.	Transitive
1316	get͡snel	10	Basic	ge	modet͡snel	Regular	C	Causative	-t͡snel	To stop, to arrest, to set, to place.	Transitive
1317	gedatrel	2		gedatr	kaɣel	Regular	C	E-Class	-el	To dot, to punctuate.	Transitive
1318	gedgidel	2		gedgid	kaɣel	Regular	C	E-Class	-el		Transitive
1319	gtel	2		gt	kaɣel	Regular	C	E-Class	-el	To milk; to gather.	Transitive
1320	gtodil	4	Basic	gtod	xosil	Regular	C	I-Class	-il	To stagger, to totter, to grow weak.	Intransitive
1321	gizel	2		giz	kaɣel	Regular	C	E-Class	-el	To burn, to inflame, to consume by fire.	Transitive
1322	gisel	2		gis	kaɣel	Regular	C	E-Class	-el	To divide in two parts, to divide in halves.	Transitive
1323	girarel	2		girar	kaɣel	Regular	C	E-Class	-el		Transitive
1324	girargel	2		girarg	kaɣel	Regular	C	E-Class	-el	To employ, to use, to make use of.	Transitive
1325	glajegel	2		glajeg	kaɣel	Regular	C	E-Class	-el	To tin, to plate, to quicksilver.	Transitive
1326	gllel	2		gll	kaɣel	Regular	C	E-Class	-el	To swallow up, to gulp, to devour, to ingulf, to absorb.	Transitive
1327	gllet͡snel	10	Basic	glle	modet͡snel	Regular	C	Causative	-t͡snel	To cause to swallow; to make one to believe.	Transitive
1328	glglal	6		glgl	gartal	Regular	C	A-Class	-al		Intransitive
1329	glornal	20		glor	niharnal	Regular	C	Inchoative	-nal	To round, to become round.	Intransitive
1330	glort͡snel	10	Basic	glor	modet͡snel	Regular	C	Causative	-t͡snel	To round.	Transitive
1331	gd͡zel	2		gd͡z	kaɣel	Regular	C	E-Class	-el	To prick, to sting; to nip, to bite, to tingle, to provoke, to pique.	Transitive
1332	gd͡zgel	2		gd͡zg	kaɣel	Regular	C	E-Class	-el	To wind into balls, to coil up, to pucker, to contract, to constringe, to straiten.	Transitive
1333	gd͡zgvil	4	Passive	gd͡zg	zzvil	Regular	C	Passive	-vil	To be contracted, to be wound into balls, to be shortened; to cower.	Intransitive
1334	gd͡zgdil	4	Basic	gd͡zgd	xosil	Regular	C	I-Class	-il	To squat, to crouch, to cower, to lurk.	Intransitive
1335	ggzil	4	Basic	ggz	xosil	Regular	C	I-Class	-il	To squat, to crouch, to sit squat.	Intransitive
1336	gɣzianal	20		gɣzia	niharnal	Regular	C	Inchoative	-nal	To be isolated, to live apart, to live lonely.	Intransitive
1337	gɣziat͡snel	10	Basic	gɣzia	modet͡snel	Regular	C	Causative	-t͡snel	To insulate, to isolate, to cut off.	Transitive
1338	gɣgatil	4	Basic	gɣgat	xosil	Regular	C	I-Class	-il		Intransitive
1339	gɣbel	2		gɣb	kaɣel	Regular	C	E-Class	-el	To lock.	Transitive
1340	gd͡ʒel	2		gd͡ʒ	kaɣel	Regular	C	E-Class	-el	To prick, to sting, to bite, to irritate, to provoke.	Transitive
